title,author,link,hours,mins,total_mins,total_hours,total_days
The Shadow of the Wind,Carlos Ruiz Zafón,https://www.audible.com/pd/The-Shadow-of-the-Wind-Audiobook/B002V0QUJC?qid=1686833422&sr=1-342&ref=a_search_c3_lProduct_18_2&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3F81FP4JJMB128KGS29N&pageLoadId=scce6r72emXAfh0O&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,18.0,5.0,1085.0,18.08,0.75
Peak,"Robert Pool, Anders Ericsson",https://www.audible.com/pd/Peak-Audiobook/B01F4A9EFW?qid=1686833422&sr=1-343&ref=a_search_c3_lProduct_18_3&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3F81FP4JJMB128KGS29N&pageLoadId=scce6r72emXAfh0O&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,10.0,,,,
Setting the Table,Danny Meyer,https://www.audible.com/pd/Setting-the-Table-Audiobook/B002V5BQVY?qid=1686833422&sr=1-344&ref=a_search_c3_lProduct_18_4&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3F81FP4JJMB128KGS29N&pageLoadId=scce6r72emXAfh0O&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,5.0,33.0,333.0,5.55,0.23
Mrs. Frisby and the Rats of NIMH,Robert O’Brien,https://www.audible.com/pd/Mrs-Frisby-and-the-Rats-of-NIMH-Audiobook/B00852UXJ8?qid=1686833422&sr=1-345&ref=a_search_c3_lProduct_18_5&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3F81FP4JJMB128KGS29N&pageLoadId=scce6r72emXAfh0O&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,6.0,13.0,373.0,6.22,0.26
The Most Important Thing,Howard Marks,https://www.audible.com/pd/The-Most-Important-Thing-Audiobook/B008Y23XKA?qid=1686833422&sr=1-346&ref=a_search_c3_lProduct_18_6&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3F81FP4JJMB128KGS29N&pageLoadId=scce6r72emXAfh0O&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,7.0,9.0,429.0,7.15,0.3
The Little Old Lady Who Broke All the Rules,Catharina Ingelman-Sundberg,https://www.audible.com/pd/The-Little-Old-Lady-Who-Broke-All-the-Rules-Audiobook/B01MYN8CHO?qid=1686833422&sr=1-347&ref=a_search_c3_lProduct_18_7&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3F81FP4JJMB128KGS29N&pageLoadId=scce6r72emXAfh0O&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,12.0,15.0,735.0,12.25,0.51
Rendezvous with Rama,Arthur C. Clarke,https://www.audible.com/pd/Rendezvous-with-Rama-Audiobook/B002UZLF2U?qid=1686833422&sr=1-348&ref=a_search_c3_lProduct_18_8&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3F81FP4JJMB128KGS29N&pageLoadId=scce6r72emXAfh0O&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,9.0,4.0,544.0,9.07,0.38
My Brilliant Friend,Elena Ferrante,https://www.audible.com/pd/My-Brilliant-Friend-Audiobook/B00UG2V43Y?qid=1686833422&sr=1-349&ref=a_search_c3_lProduct_18_9&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3F81FP4JJMB128KGS29N&pageLoadId=scce6r72emXAfh0O&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,12.0,38.0,758.0,12.63,0.53
The King in Yellow,Robert W. Chambers,https://www.audible.com/pd/The-King-in-Yellow-Audiobook/B00J54QOYS?qid=1686833422&sr=1-350&ref=a_search_c3_lProduct_18_10&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3F81FP4JJMB128KGS29N&pageLoadId=scce6r72emXAfh0O&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,7.0,36.0,456.0,7.6,0.32
Crossing the Chasm,Geoffrey A. Moore,https://www.audible.com/pd/Crossing-the-Chasm-Audiobook/B009P51M4O?qid=1686833422&sr=1-351&ref=a_search_c3_lProduct_18_11&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3F81FP4JJMB128KGS29N&pageLoadId=scce6r72emXAfh0O&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,9.0,45.0,585.0,9.75,0.41
I'm Thinking of Ending Things,Iain Reid,https://www.audible.com/pd/Im-Thinking-of-Ending-Things-Audiobook/B01EVL3U8C?qid=1686833422&sr=1-352&ref=a_search_c3_lProduct_18_12&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3F81FP4JJMB128KGS29N&pageLoadId=scce6r72emXAfh0O&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,5.0,22.0,322.0,5.37,0.22
Destiny of the Republic,Candice Millard,https://www.audible.com/pd/Destiny-of-the-Republic-Audiobook/B005KM0ME2?qid=1686833422&sr=1-353&ref=a_search_c3_lProduct_18_13&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3F81FP4JJMB128KGS29N&pageLoadId=scce6r72emXAfh0O&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,9.0,47.0,587.0,9.78,0.41
How We Love,"Milan Yerkovich, Kay Yerkovich",https://www.audible.com/pd/How-We-Love-Audiobook/B01BPLJG02?qid=1686833422&sr=1-354&ref=a_search_c3_lProduct_18_14&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3F81FP4JJMB128KGS29N&pageLoadId=scce6r72emXAfh0O&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,10.0,56.0,656.0,10.93,0.46
I Am Malala,"Malala Yousafzai, Christina Lamb - contributor",https://www.audible.com/pd/I-Am-Malala-Audiobook/B00F9F8K8K?qid=1686833422&sr=1-355&ref=a_search_c3_lProduct_18_15&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3F81FP4JJMB128KGS29N&pageLoadId=scce6r72emXAfh0O&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,9.0,55.0,595.0,9.92,0.41
The Dance of Anger,Harriet Lerner,https://www.audible.com/pd/The-Dance-of-Anger-Audiobook/B01H42HQFI?qid=1686833422&sr=1-356&ref=a_search_c3_lProduct_18_16&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3F81FP4JJMB128KGS29N&pageLoadId=scce6r72emXAfh0O&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,6.0,50.0,410.0,6.83,0.28
Out of My Mind,Sharon M. Draper,https://www.audible.com/pd/Out-of-My-Mind-Audiobook/B01D1PVFKE?qid=1686833422&sr=1-357&ref=a_search_c3_lProduct_18_17&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3F81FP4JJMB128KGS29N&pageLoadId=scce6r72emXAfh0O&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,6.0,49.0,409.0,6.82,0.28
Esperanza Rising,Pam Munoz Ryan,https://www.audible.com/pd/Esperanza-Rising-Audiobook/B002UZDRYE?qid=1686833422&sr=1-358&ref=a_search_c3_lProduct_18_18&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3F81FP4JJMB128KGS29N&pageLoadId=scce6r72emXAfh0O&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,4.0,42.0,282.0,4.7,0.2
An Unquiet Mind,Kay Redfield Jamison,https://www.audible.com/pd/An-Unquiet-Mind-Audiobook/B00307X1AQ?qid=1686833422&sr=1-359&ref=a_search_c3_lProduct_18_19&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3F81FP4JJMB128KGS29N&pageLoadId=scce6r72emXAfh0O&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,2.0,46.0,166.0,2.77,0.12
Will I Ever Be Good Enough?,Karyl McBride,https://www.audible.com/pd/Will-I-Ever-Be-Good-Enough-Audiobook/B0067N4X9S?qid=1686833422&sr=1-360&ref=a_search_c3_lProduct_18_20&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3F81FP4JJMB128KGS29N&pageLoadId=scce6r72emXAfh0O&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,7.0,25.0,445.0,7.42,0.31
Built to Sell,John Warrillow,https://www.audible.com/pd/Built-to-Sell-Audiobook/B0050DLDEE?qid=1686833430&sr=1-361&ref=a_search_c3_lProduct_19_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=SFQZ5DXTBSNJ9VCG9YJ7&pageLoadId=ZNS5lWObErPjPkHT&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,4.0,24.0,264.0,4.4,0.18
No Easy Day,"Mark Owen, Kevin Maurer",https://www.audible.com/pd/No-Easy-Day-Audiobook/B0092POGIG?qid=1686833430&sr=1-362&ref=a_search_c3_lProduct_19_2&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=SFQZ5DXTBSNJ9VCG9YJ7&pageLoadId=ZNS5lWObErPjPkHT&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,6.0,50.0,410.0,6.83,0.28
Hidden Figures,Margot Lee Shetterly,https://www.audible.com/pd/Hidden-Figures-Audiobook/B01I28NTJU?qid=1686833430&sr=1-363&ref=a_search_c3_lProduct_19_3&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=SFQZ5DXTBSNJ9VCG9YJ7&pageLoadId=ZNS5lWObErPjPkHT&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,10.0,47.0,647.0,10.78,0.45
Teaching from Rest,Sarah Mackenzie,https://www.audible.com/pd/Teaching-from-Rest-Audiobook/B01LZ7GB8I?qid=1686833430&sr=1-364&ref=a_search_c3_lProduct_19_4&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=SFQZ5DXTBSNJ9VCG9YJ7&pageLoadId=ZNS5lWObErPjPkHT&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,2.0,39.0,159.0,2.65,0.11
Practical Magic,Alice Hoffman,https://www.audible.com/pd/Practical-Magic-Audiobook/B009WU6P58?qid=1686833430&sr=1-365&ref=a_search_c3_lProduct_19_5&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=SFQZ5DXTBSNJ9VCG9YJ7&pageLoadId=ZNS5lWObErPjPkHT&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,9.0,12.0,552.0,9.2,0.38
How to Raise an Adult,Julie Lythcott-Haims,https://www.audible.com/pd/How-to-Raise-an-Adult-Audiobook/B01577D3W2?qid=1686833430&sr=1-366&ref=a_search_c3_lProduct_19_6&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=SFQZ5DXTBSNJ9VCG9YJ7&pageLoadId=ZNS5lWObErPjPkHT&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,12.0,31.0,751.0,12.52,0.52
Just Kids,Patti Smith,https://www.audible.com/pd/Just-Kids-Audiobook/B005CQU1KG?qid=1686833430&sr=1-367&ref=a_search_c3_lProduct_19_7&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=SFQZ5DXTBSNJ9VCG9YJ7&pageLoadId=ZNS5lWObErPjPkHT&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,9.0,50.0,590.0,9.83,0.41
Not All Himbos Wear Capes,C. Rochelle,https://www.audible.com/pd/Not-All-Himbos-Wear-Capes-Audiobook/B0C1PCMBQZ?qid=1686833430&sr=1-368&ref=a_search_c3_lProduct_19_8&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=SFQZ5DXTBSNJ9VCG9YJ7&pageLoadId=ZNS5lWObErPjPkHT&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,11.0,12.0,672.0,11.2,0.47
The Butterfly Garden,Dot Hutchison,https://www.audible.com/pd/The-Butterfly-Garden-Audiobook/B01EM6QN30?qid=1686833430&sr=1-369&ref=a_search_c3_lProduct_19_9&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=SFQZ5DXTBSNJ9VCG9YJ7&pageLoadId=ZNS5lWObErPjPkHT&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,9.0,13.0,553.0,9.22,0.38
Sula,Toni Morrison,https://www.audible.com/pd/Sula-Audiobook/B002V0PY2G?qid=1686833430&sr=1-370&ref=a_search_c3_lProduct_19_10&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=SFQZ5DXTBSNJ9VCG9YJ7&pageLoadId=ZNS5lWObErPjPkHT&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,5.0,46.0,346.0,5.77,0.24
One Up On Wall Street,Peter Lynch,https://www.audible.com/pd/One-Up-On-Wall-Street-Audiobook/B002UZZ12A?qid=1686833430&sr=1-371&ref=a_search_c3_lProduct_19_11&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=SFQZ5DXTBSNJ9VCG9YJ7&pageLoadId=ZNS5lWObErPjPkHT&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,2.0,11.0,131.0,2.18,0.09
The Tale of Despereaux,Kate DiCamillo,https://www.audible.com/pd/The-Tale-of-Despereaux-Audiobook/B002V8N9SY?qid=1686833430&sr=1-372&ref=a_search_c3_lProduct_19_12&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=SFQZ5DXTBSNJ9VCG9YJ7&pageLoadId=ZNS5lWObErPjPkHT&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,3.0,30.0,210.0,3.5,0.15
Simply Said,Jay Sullivan,https://www.audible.com/pd/Simply-Said-Audiobook/B06XRN58LM?qid=1686833430&sr=1-373&ref=a_search_c3_lProduct_19_13&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=SFQZ5DXTBSNJ9VCG9YJ7&pageLoadId=ZNS5lWObErPjPkHT&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,5.0,46.0,346.0,5.77,0.24
Uglies,Scott Westerfeld,https://www.audible.com/pd/Uglies-Audiobook/B0117VPY5Q?qid=1686833430&sr=1-374&ref=a_search_c3_lProduct_19_14&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=SFQZ5DXTBSNJ9VCG9YJ7&pageLoadId=ZNS5lWObErPjPkHT&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,10.0,12.0,612.0,10.2,0.42
The Gene,Siddhartha Mukherjee,https://www.audible.com/pd/The-Gene-Audiobook/B01D3BXK5O?qid=1686833430&sr=1-375&ref=a_search_c3_lProduct_19_15&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=SFQZ5DXTBSNJ9VCG9YJ7&pageLoadId=ZNS5lWObErPjPkHT&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,19.0,22.0,1162.0,19.37,0.81
Legacy of Ashes,Tim Weiner,https://www.audible.com/pd/Legacy-of-Ashes-Audiobook/B002V8MA7A?qid=1686833430&sr=1-376&ref=a_search_c3_lProduct_19_16&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=SFQZ5DXTBSNJ9VCG9YJ7&pageLoadId=ZNS5lWObErPjPkHT&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,21.0,37.0,1297.0,21.62,0.9
The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,https://www.audible.com/pd/The-Seven-Husbands-of-Evelyn-Hugo-Audiobook/B072359S7K?qid=1686833430&sr=1-377&ref=a_search_c3_lProduct_19_17&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=SFQZ5DXTBSNJ9VCG9YJ7&pageLoadId=ZNS5lWObErPjPkHT&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,12.0,10.0,730.0,12.17,0.51
Killers of the Flower Moon,David Grann,https://www.audible.com/pd/Killers-of-the-Flower-Moon-Audiobook/B01NAEEJJV?qid=1686833430&sr=1-378&ref=a_search_c3_lProduct_19_18&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=SFQZ5DXTBSNJ9VCG9YJ7&pageLoadId=ZNS5lWObErPjPkHT&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,9.0,4.0,544.0,9.07,0.38
The Road,Cormac McCarthy,https://www.audible.com/pd/The-Road-Audiobook/B002V0PTQ2?qid=1686833430&sr=1-379&ref=a_search_c3_lProduct_19_19&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=SFQZ5DXTBSNJ9VCG9YJ7&pageLoadId=ZNS5lWObErPjPkHT&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,6.0,39.0,399.0,6.65,0.28
"The 4-Hour Workweek: Escape 9-5, Live Anywhere, and Join the New Rich (Expanded and Updated)",Timothy Ferriss,https://www.audible.com/pd/The-4-Hour-Workweek-Escape-9-5-Live-Anywhere-and-Join-the-New-Rich-Expanded-and-Updated-Audiobook/B0031AS3BE?qid=1686833430&sr=1-380&ref=a_search_c3_lProduct_19_20&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=SFQZ5DXTBSNJ9VCG9YJ7&pageLoadId=ZNS5lWObErPjPkHT&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,13.0,1.0,781.0,13.02,0.54
What Lurks Between the Fates,Harper L. Woods,https://www.audible.com/pd/What-Lurks-Between-the-Fates-Audiobook/B0BVGHJ3KT?qid=1686833438&sr=1-381&ref=a_search_c3_lProduct_20_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=20732E8XJAM07ZB7DGV5&pageLoadId=A796pQYNETijszxf&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,14.0,8.0,848.0,14.13,0.59
Keep It in the Family,John Marrs,https://www.audible.com/pd/Keep-It-in-the-Family-Audiobook/B0C21LF79W?qid=1686833438&sr=1-382&ref=a_search_c3_lProduct_20_2&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=20732E8XJAM07ZB7DGV5&pageLoadId=A796pQYNETijszxf&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,10.0,3.0,603.0,10.05,0.42
Life of Pi,Yann Martel,https://www.audible.com/pd/Life-of-Pi-Audiobook/B074WFWVRZ?qid=1686833438&sr=1-383&ref=a_search_c3_lProduct_20_3&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=20732E8XJAM07ZB7DGV5&pageLoadId=A796pQYNETijszxf&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,12.0,53.0,773.0,12.88,0.54
The House on Mango Street,Sandra Cisneros,https://www.audible.com/pd/The-House-on-Mango-Street-Audiobook/B002VA3BJY?qid=1686833438&sr=1-384&ref=a_search_c3_lProduct_20_4&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=20732E8XJAM07ZB7DGV5&pageLoadId=A796pQYNETijszxf&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,2.0,18.0,138.0,2.3,0.1
The City of Ember,Jeanne DuPrau,https://www.audible.com/pd/The-City-of-Ember-Audiobook/B002V1OPUM?qid=1686833438&sr=1-385&ref=a_search_c3_lProduct_20_5&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=20732E8XJAM07ZB7DGV5&pageLoadId=A796pQYNETijszxf&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,6.0,50.0,410.0,6.83,0.28
Let My People Go Surfing,"Yvon Chouinard, Naomi Klein",https://www.audible.com/pd/Let-My-People-Go-Surfing-Audiobook/B01KB9M55W?qid=1686833438&sr=1-386&ref=a_search_c3_lProduct_20_6&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=20732E8XJAM07ZB7DGV5&pageLoadId=A796pQYNETijszxf&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,7.0,59.0,479.0,7.98,0.33
Standing Dead,Margaret Mizushima,https://www.audible.com/pd/Standing-Dead-Audiobook/B0BQPC7RZ4?qid=1686833438&sr=1-387&ref=a_search_c3_lProduct_20_7&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=20732E8XJAM07ZB7DGV5&pageLoadId=A796pQYNETijszxf&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,9.0,38.0,578.0,9.63,0.4
The Temporary Wife: Luca and Valentina's Story,Catharina Maura,https://www.audible.com/pd/The-Temporary-Wife-Luca-and-Valentinas-Story-Audiobook/B0BZTBQPN3?qid=1686833438&sr=1-388&ref=a_search_c3_lProduct_20_8&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=20732E8XJAM07ZB7DGV5&pageLoadId=A796pQYNETijszxf&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,11.0,33.0,693.0,11.55,0.48
Rework,"Jason Fried, David Heinemeier Hansson",https://www.audible.com/pd/Rework-Audiobook/B0036FLXLQ?qid=1686833438&sr=1-389&ref=a_search_c3_lProduct_20_9&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=20732E8XJAM07ZB7DGV5&pageLoadId=A796pQYNETijszxf&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,2.0,50.0,170.0,2.83,0.12
Glow,Raven Kennedy,https://www.audible.com/pd/Glow-Audiobook/B0BS4KQ1GV?qid=1686833438&sr=1-390&ref=a_search_c3_lProduct_20_10&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=20732E8XJAM07ZB7DGV5&pageLoadId=A796pQYNETijszxf&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,22.0,40.0,1360.0,22.67,0.94
The First Law of Cultivation,KrazeKode,https://www.audible.com/pd/The-First-Law-of-Cultivation-Audiobook/B0BXFMG1V9?qid=1686833438&sr=1-391&ref=a_search_c3_lProduct_20_11&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=20732E8XJAM07ZB7DGV5&pageLoadId=A796pQYNETijszxf&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,21.0,52.0,1312.0,21.87,0.91
Codependent No More,Melody Beattie,https://www.audible.com/pd/Codependent-No-More-Audiobook/B0B621BWPR?qid=1686833438&sr=1-392&ref=a_search_c3_lProduct_20_12&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=20732E8XJAM07ZB7DGV5&pageLoadId=A796pQYNETijszxf&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,8.0,42.0,522.0,8.7,0.36
The Annihilator,RuNyx,https://www.audible.com/pd/The-Annihilator-Audiobook/B0C2QNX2BK?qid=1686833438&sr=1-393&ref=a_search_c3_lProduct_20_13&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=20732E8XJAM07ZB7DGV5&pageLoadId=A796pQYNETijszxf&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,6.0,53.0,413.0,6.88,0.29
The Cornish Wedding Murder,Fiona Leitch,https://www.audible.com/pd/The-Cornish-Wedding-Murder-Audiobook/B0C3RGSPJ6?qid=1686833438&sr=1-394&ref=a_search_c3_lProduct_20_14&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=20732E8XJAM07ZB7DGV5&pageLoadId=A796pQYNETijszxf&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,6.0,56.0,416.0,6.93,0.29
Perfect Together,Kristen Ashley,https://www.audible.com/pd/Perfect-Together-Audiobook/B0BWSL1127?qid=1686833438&sr=1-395&ref=a_search_c3_lProduct_20_15&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=20732E8XJAM07ZB7DGV5&pageLoadId=A796pQYNETijszxf&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,13.0,13.0,793.0,13.22,0.55
Prepared,"Mike Glover, Jack Carr - foreword",https://www.audible.com/pd/Prepared-Audiobook/B0BJ1BQJC6?qid=1686833438&sr=1-396&ref=a_search_c3_lProduct_20_16&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=20732E8XJAM07ZB7DGV5&pageLoadId=A796pQYNETijszxf&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,5.0,14.0,314.0,5.23,0.22
Azarinth Healer: Book Two,Rhaegar,https://www.audible.com/pd/Azarinth-Healer-Book-Two-Audiobook/B0C2QQNGWT?qid=1686833438&sr=1-397&ref=a_search_c3_lProduct_20_17&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=20732E8XJAM07ZB7DGV5&pageLoadId=A796pQYNETijszxf&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,19.0,22.0,1162.0,19.37,0.81
The Four Agreements,don Miguel Ruiz,https://www.audible.com/pd/The-Four-Agreements-Audiobook/B002VA3GJO?qid=1686833438&sr=1-398&ref=a_search_c3_lProduct_20_18&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=20732E8XJAM07ZB7DGV5&pageLoadId=A796pQYNETijszxf&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,2.0,31.0,151.0,2.52,0.1
How to Talk to Anyone,Leil Lowndes,https://www.audible.com/pd/How-to-Talk-to-Anyone-Audiobook/B013F5WEZK?qid=1686833438&sr=1-399&ref=a_search_c3_lProduct_20_19&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=20732E8XJAM07ZB7DGV5&pageLoadId=A796pQYNETijszxf&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,8.0,59.0,539.0,8.98,0.37
Ruge o espera a ser devorado,Daniel Habif,https://www.audible.com/pd/Ruge-o-espera-a-ser-devorado-Audiobook/B0BYKSJSFQ?qid=1686833438&sr=1-400&ref=a_search_c3_lProduct_20_20&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=20732E8XJAM07ZB7DGV5&pageLoadId=A796pQYNETijszxf&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,6.0,20.0,380.0,6.33,0.26
The Name of the Wind,Patrick Rothfuss,https://www.audible.com/pd/The-Name-of-the-Wind-Audiobook/B002UZMLXM?qid=1686833446&sr=1-401&ref=a_search_c3_lProduct_21_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KBF2SEG0K43RZT143VMK&pageLoadId=vleHYkGg7m0C92hT&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,27.0,55.0,1675.0,27.92,1.16
