title,author,link,hours,mins,total_mins,total_hours,total_days
All My Knotted-Up Life,Beth Moore,https://www.audible.com/pd/All-My-Knotted-Up-Life-Audiobook/B0BPBCW1DV?qid=1686833329&sr=1-103&ref=a_search_c3_lProduct_6_3&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=MZQEJFMDT3DVBZZDTHJR&pageLoadId=nzRJx3y6mBVrd3jO&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,8.0,29.0,509.0,8.48,0.35
The Greatness Mindset,Lewis Howes,https://www.audible.com/pd/The-Greatness-Mindset-Audiobook/B0C1DP8DGM?qid=1686833329&sr=1-104&ref=a_search_c3_lProduct_6_4&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=MZQEJFMDT3DVBZZDTHJR&pageLoadId=nzRJx3y6mBVrd3jO&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,9.0,7.0,547.0,9.12,0.38
Look Up!,Jimmy Evans,https://www.audible.com/pd/Look-Up-Audiobook/B0C4MYL1GF?qid=1686833329&sr=1-105&ref=a_search_c3_lProduct_6_5&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=MZQEJFMDT3DVBZZDTHJR&pageLoadId=nzRJx3y6mBVrd3jO&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,8.0,51.0,531.0,8.85,0.37
Saving Supervillains 4,Bruce Sentar,https://www.audible.com/pd/Saving-Supervillains-4-Audiobook/B0C6R47D5T?qid=1686833329&sr=1-106&ref=a_search_c3_lProduct_6_6&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=MZQEJFMDT3DVBZZDTHJR&pageLoadId=nzRJx3y6mBVrd3jO&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,12.0,24.0,744.0,12.4,0.52
Tell-Tale Bones,Carolyn Haines,https://www.audible.com/pd/Tell-Tale-Bones-Audiobook/B0C59MCHJ7?qid=1686833329&sr=1-107&ref=a_search_c3_lProduct_6_7&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=MZQEJFMDT3DVBZZDTHJR&pageLoadId=nzRJx3y6mBVrd3jO&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,10.0,55.0,655.0,10.92,0.46
The Lion: Son of the Forest,Mike Brooks,https://www.audible.com/pd/The-Lion-Son-of-the-Forest-Audiobook/B0BZWF9XHW?qid=1686833329&sr=1-108&ref=a_search_c3_lProduct_6_8&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=MZQEJFMDT3DVBZZDTHJR&pageLoadId=nzRJx3y6mBVrd3jO&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,12.0,15.0,735.0,12.25,0.51
The Obstacle Is the Way,Ryan Holiday,https://www.audible.com/pd/The-Obstacle-Is-the-Way-Audiobook/B0BT54XTLW?qid=1686833329&sr=1-109&ref=a_search_c3_lProduct_6_9&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=MZQEJFMDT3DVBZZDTHJR&pageLoadId=nzRJx3y6mBVrd3jO&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,4.0,38.0,278.0,4.63,0.19
Waybound,Will Wight,https://www.audible.com/pd/Waybound-Audiobook/B0BXQN4QB9?qid=1686833329&sr=1-110&ref=a_search_c3_lProduct_6_10&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=MZQEJFMDT3DVBZZDTHJR&pageLoadId=nzRJx3y6mBVrd3jO&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,16.0,13.0,973.0,16.22,0.68
The Evil Twins of Technocracy and Transhumanism,Patrick Wood,https://www.audible.com/pd/The-Evil-Twins-of-Technocracy-and-Transhumanism-Audiobook/B0C4QBGMG3?qid=1686833329&sr=1-111&ref=a_search_c3_lProduct_6_11&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=MZQEJFMDT3DVBZZDTHJR&pageLoadId=nzRJx3y6mBVrd3jO&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,7.0,28.0,448.0,7.47,0.31
Cruel Beast,"J.L. Beck, S. Rena",https://www.audible.com/pd/Cruel-Beast-Audiobook/B0C5JWH6J5?qid=1686833329&sr=1-112&ref=a_search_c3_lProduct_6_12&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=MZQEJFMDT3DVBZZDTHJR&pageLoadId=nzRJx3y6mBVrd3jO&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,8.0,43.0,523.0,8.72,0.36
Crimson River,Devney Perry,https://www.audible.com/pd/Crimson-River-Audiobook/B0C6VHD1SC?qid=1686833329&sr=1-113&ref=a_search_c3_lProduct_6_13&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=MZQEJFMDT3DVBZZDTHJR&pageLoadId=nzRJx3y6mBVrd3jO&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,8.0,28.0,508.0,8.47,0.35
"The Lost & the Found: Adrian's March, Part Six",Chris Philbrook,https://www.audible.com/pd/The-Lost-the-Found-Adrians-March-Part-Six-Audiobook/B0C6YFZB3Q?qid=1686833329&sr=1-114&ref=a_search_c3_lProduct_6_14&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=MZQEJFMDT3DVBZZDTHJR&pageLoadId=nzRJx3y6mBVrd3jO&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,8.0,48.0,528.0,8.8,0.37
The American Story: The Beginnings,"David Barton, Tim Barton",https://www.audible.com/pd/The-American-Story-The-Beginnings-Audiobook/B0C7FLTBS8?qid=1686833329&sr=1-115&ref=a_search_c3_lProduct_6_15&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=MZQEJFMDT3DVBZZDTHJR&pageLoadId=nzRJx3y6mBVrd3jO&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,8.0,52.0,532.0,8.87,0.37
House of Pounding Hearts,Olivia Wildenstein,https://www.audible.com/pd/House-of-Pounding-Hearts-Audiobook/B0C2X54ZWH?qid=1686833329&sr=1-116&ref=a_search_c3_lProduct_6_16&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=MZQEJFMDT3DVBZZDTHJR&pageLoadId=nzRJx3y6mBVrd3jO&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,13.0,52.0,832.0,13.87,0.58
Imposter Doctors,Rebekah Bernard,https://www.audible.com/pd/Imposter-Doctors-Audiobook/B0C7LRVZ8X?qid=1686833329&sr=1-117&ref=a_search_c3_lProduct_6_17&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=MZQEJFMDT3DVBZZDTHJR&pageLoadId=nzRJx3y6mBVrd3jO&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,11.0,4.0,664.0,11.07,0.46
Brutal Minds,Stanley K. Ridgley,https://www.audible.com/pd/Brutal-Minds-Audiobook/B0C4G1PH19?qid=1686833329&sr=1-118&ref=a_search_c3_lProduct_6_18&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=MZQEJFMDT3DVBZZDTHJR&pageLoadId=nzRJx3y6mBVrd3jO&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,7.0,35.0,455.0,7.58,0.32
Fatal Betrayal,Barbara Freethy,https://www.audible.com/pd/Fatal-Betrayal-Audiobook/B0C6VQSL5H?qid=1686833329&sr=1-119&ref=a_search_c3_lProduct_6_19&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=MZQEJFMDT3DVBZZDTHJR&pageLoadId=nzRJx3y6mBVrd3jO&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,10.0,,,,
The Delphi Murders,"Nic Edwards, Brian Whitney",https://www.audible.com/pd/The-Delphi-Murders-Audiobook/B0C2ZSDPSW?qid=1686833329&sr=1-120&ref=a_search_c3_lProduct_6_20&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=MZQEJFMDT3DVBZZDTHJR&pageLoadId=nzRJx3y6mBVrd3jO&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,6.0,48.0,408.0,6.8,0.28
The Book of Azrael,Amber Nicole,https://www.audible.com/pd/The-Book-of-Azrael-Audiobook/B0C6YSGXQN?qid=1686833337&sr=1-121&ref=a_search_c3_lProduct_7_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5RZCS4X3PW7GHTFCNXWD&pageLoadId=jX0BK3ZZ3j7QqKEj&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,21.0,15.0,1275.0,21.25,0.89
Passive Prospecting,"Levi Lascsak, Travis Plumb",https://www.audible.com/pd/Passive-Prospecting-Audiobook/B0C5B7BC62?qid=1686833337&sr=1-122&ref=a_search_c3_lProduct_7_2&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5RZCS4X3PW7GHTFCNXWD&pageLoadId=jX0BK3ZZ3j7QqKEj&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,3.0,44.0,224.0,3.73,0.16
Until I Get You,Claire Contreras,https://www.audible.com/pd/Until-I-Get-You-Audiobook/B0BZTCZ8VR?qid=1686833337&sr=1-123&ref=a_search_c3_lProduct_7_3&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5RZCS4X3PW7GHTFCNXWD&pageLoadId=jX0BK3ZZ3j7QqKEj&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,15.0,12.0,912.0,15.2,0.63
The First Death,Kendra Elliot,https://www.audible.com/pd/The-First-Death-Audiobook/B0BK9W8PJH?qid=1686833337&sr=1-124&ref=a_search_c3_lProduct_7_4&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5RZCS4X3PW7GHTFCNXWD&pageLoadId=jX0BK3ZZ3j7QqKEj&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,8.0,32.0,512.0,8.53,0.36
Disruptive Thinking,T. D. Jakes,https://www.audible.com/pd/Disruptive-Thinking-Audiobook/B0BHF5QHWR?qid=1686833337&sr=1-125&ref=a_search_c3_lProduct_7_5&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5RZCS4X3PW7GHTFCNXWD&pageLoadId=jX0BK3ZZ3j7QqKEj&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,8.0,32.0,512.0,8.53,0.36
"The Silencer Series Box Set, Books 13-16",Mike Ryan,https://www.audible.com/pd/The-Silencer-Series-Box-Set-Books-13-16-Audiobook/B0C5Y5BCNV?qid=1686833337&sr=1-126&ref=a_search_c3_lProduct_7_6&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5RZCS4X3PW7GHTFCNXWD&pageLoadId=jX0BK3ZZ3j7QqKEj&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,20.0,45.0,1245.0,20.75,0.86
The Anti-Communist Manifesto,Jesse Kelly,https://www.audible.com/pd/The-Anti-Communist-Manifesto-Audiobook/B0BW29FX5K?qid=1686833337&sr=1-127&ref=a_search_c3_lProduct_7_7&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5RZCS4X3PW7GHTFCNXWD&pageLoadId=jX0BK3ZZ3j7QqKEj&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,7.0,52.0,472.0,7.87,0.33
The 16 Undeniable Laws of Communication,John Maxwell,https://www.audible.com/pd/The-16-Undeniable-Laws-of-Communication-Audiobook/B0BZB9BZ5G?qid=1686833337&sr=1-128&ref=a_search_c3_lProduct_7_8&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5RZCS4X3PW7GHTFCNXWD&pageLoadId=jX0BK3ZZ3j7QqKEj&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,8.0,57.0,537.0,8.95,0.37
Tremendous,"Joey ""Coco"" Diaz",https://www.audible.com/pd/Tremendous-Audiobook/B0BP8XG6JD?qid=1686833337&sr=1-129&ref=a_search_c3_lProduct_7_9&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5RZCS4X3PW7GHTFCNXWD&pageLoadId=jX0BK3ZZ3j7QqKEj&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,6.0,45.0,405.0,6.75,0.28
Fortune Teller,Jana DeLeon,https://www.audible.com/pd/Fortune-Teller-Audiobook/B0C66JJGK8?qid=1686833337&sr=1-130&ref=a_search_c3_lProduct_7_10&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5RZCS4X3PW7GHTFCNXWD&pageLoadId=jX0BK3ZZ3j7QqKEj&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,,,,,
The True Love Experiment,Christina Lauren,https://www.audible.com/pd/The-True-Love-Experiment-Audiobook/B0BK74J7PT?qid=1686833337&sr=1-131&ref=a_search_c3_lProduct_7_11&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5RZCS4X3PW7GHTFCNXWD&pageLoadId=jX0BK3ZZ3j7QqKEj&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,10.0,52.0,652.0,10.87,0.45
Drowning,T. J. Newman,https://www.audible.com/pd/Untitled-Book-2-JFA-Audiobook/B09KYG95LM?qid=1686833337&sr=1-132&ref=a_search_c3_lProduct_7_12&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5RZCS4X3PW7GHTFCNXWD&pageLoadId=jX0BK3ZZ3j7QqKEj&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,7.0,43.0,463.0,7.72,0.32
Same Time Next Summer,Annabel Monaghan,https://www.audible.com/pd/Same-Time-Next-Summer-Audiobook/B0BHZXG9SR?qid=1686833337&sr=1-133&ref=a_search_c3_lProduct_7_13&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5RZCS4X3PW7GHTFCNXWD&pageLoadId=jX0BK3ZZ3j7QqKEj&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,6.0,57.0,417.0,6.95,0.29
The Rise of Western Christendom (10th Anniversary Revised Edition),Peter Brown,https://www.audible.com/pd/The-Rise-of-Western-Christendom-10th-Anniversary-Revised-Edition-Audiobook/B0C5KFBSNL?qid=1686833337&sr=1-134&ref=a_search_c3_lProduct_7_14&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5RZCS4X3PW7GHTFCNXWD&pageLoadId=jX0BK3ZZ3j7QqKEj&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,26.0,48.0,1608.0,26.8,1.12
My Friend Anne Frank,"Hannah Pick-Goslar, Dina Kraft",https://www.audible.com/pd/My-Friend-Anne-Frank-Audiobook/B0BJ48N2PG?qid=1686833337&sr=1-135&ref=a_search_c3_lProduct_7_15&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5RZCS4X3PW7GHTFCNXWD&pageLoadId=jX0BK3ZZ3j7QqKEj&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,9.0,29.0,569.0,9.48,0.4
Grand Skill,V.A. Lewis,https://www.audible.com/pd/Grand-Skill-Audiobook/B0C4QXTFCB?qid=1686833337&sr=1-136&ref=a_search_c3_lProduct_7_16&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5RZCS4X3PW7GHTFCNXWD&pageLoadId=jX0BK3ZZ3j7QqKEj&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,14.0,54.0,894.0,14.9,0.62
The Book of Charlie,David Von Drehle,https://www.audible.com/pd/The-Book-of-Charlie-Audiobook/B0BJS268HR?qid=1686833337&sr=1-137&ref=a_search_c3_lProduct_7_17&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5RZCS4X3PW7GHTFCNXWD&pageLoadId=jX0BK3ZZ3j7QqKEj&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,7.0,,,,
The Senator's Wife,Liv Constantine,https://www.audible.com/pd/The-Senators-Wife-Audiobook/B0BKWQL3XW?qid=1686833337&sr=1-138&ref=a_search_c3_lProduct_7_18&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5RZCS4X3PW7GHTFCNXWD&pageLoadId=jX0BK3ZZ3j7QqKEj&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,9.0,7.0,547.0,9.12,0.38
The Power Code,"Katty Kay, Claire Shipman",https://www.audible.com/pd/The-Power-Code-Audiobook/B0BKN574BL?qid=1686833337&sr=1-139&ref=a_search_c3_lProduct_7_19&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5RZCS4X3PW7GHTFCNXWD&pageLoadId=jX0BK3ZZ3j7QqKEj&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,9.0,25.0,565.0,9.42,0.39
Close Her Eyes,Lisa Regan,https://www.audible.com/pd/Close-Her-Eyes-Audiobook/B0C34PQY43?qid=1686833337&sr=1-140&ref=a_search_c3_lProduct_7_20&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5RZCS4X3PW7GHTFCNXWD&pageLoadId=jX0BK3ZZ3j7QqKEj&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,12.0,2.0,722.0,12.03,0.5
The Covenant of Water,Abraham Verghese,https://www.audible.com/pd/The-Covenant-of-Water-Audiobook/B0BVDVR6XT?qid=1686833345&sr=1-141&ref=a_search_c3_lProduct_8_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CX4C6M57R4NGT22C2DTX&pageLoadId=tz2Ti65nGUElwYF4&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,31.0,16.0,1876.0,31.27,1.3
The Celebrants,Steven Rowley,https://www.audible.com/pd/The-Celebrants-Audiobook/B0BG97ZXD5?qid=1686833345&sr=1-142&ref=a_search_c3_lProduct_8_2&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CX4C6M57R4NGT22C2DTX&pageLoadId=tz2Ti65nGUElwYF4&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,9.0,43.0,583.0,9.72,0.4
Confessions of a Hustla's Housekeeper 4,Jahquel J.,https://www.audible.com/pd/Confessions-of-a-Hustlas-Housekeeper-4-Audiobook/B0C4QBV1PX?qid=1686833345&sr=1-143&ref=a_search_c3_lProduct_8_3&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CX4C6M57R4NGT22C2DTX&pageLoadId=tz2Ti65nGUElwYF4&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,5.0,31.0,331.0,5.52,0.23
Icebreaker,Hannah Grace,https://www.audible.com/pd/Icebreaker-Audiobook/B0BN2HL64S?qid=1686833345&sr=1-144&ref=a_search_c3_lProduct_8_4&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CX4C6M57R4NGT22C2DTX&pageLoadId=tz2Ti65nGUElwYF4&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,13.0,23.0,803.0,13.38,0.56
Fast Like a Girl,Dr. Mindy Pelz,https://www.audible.com/pd/Fast-Like-a-Girl-Audiobook/B0BPVPLHMW?qid=1686833345&sr=1-145&ref=a_search_c3_lProduct_8_5&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CX4C6M57R4NGT22C2DTX&pageLoadId=tz2Ti65nGUElwYF4&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,8.0,13.0,493.0,8.22,0.34
The Whispers,Ashley Audrain,https://www.audible.com/pd/The-Whispers-Audiobook/B0BKTRP9H4?qid=1686833345&sr=1-146&ref=a_search_c3_lProduct_8_6&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CX4C6M57R4NGT22C2DTX&pageLoadId=tz2Ti65nGUElwYF4&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,10.0,17.0,617.0,10.28,0.43
Rogue Justice,Stacey Abrams,https://www.audible.com/pd/Rogue-Justice-Audiobook/B0BKTV76F4?qid=1686833345&sr=1-147&ref=a_search_c3_lProduct_8_7&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CX4C6M57R4NGT22C2DTX&pageLoadId=tz2Ti65nGUElwYF4&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,12.0,32.0,752.0,12.53,0.52
The Worst Wedding Date,Pippa Grant,https://www.audible.com/pd/The-Worst-Wedding-Date-Audiobook/B0C15CQK4Y?qid=1686833345&sr=1-148&ref=a_search_c3_lProduct_8_8&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CX4C6M57R4NGT22C2DTX&pageLoadId=tz2Ti65nGUElwYF4&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,12.0,40.0,760.0,12.67,0.53
Road to Mastery,Valerios,https://www.audible.com/pd/Road-to-Mastery-Audiobook/B0C2VW2YNR?qid=1686833345&sr=1-149&ref=a_search_c3_lProduct_8_9&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CX4C6M57R4NGT22C2DTX&pageLoadId=tz2Ti65nGUElwYF4&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,30.0,6.0,1806.0,30.1,1.25
Start Your Notary Public & Loan Signing Agent Business,LSAUSA Education,https://www.audible.com/pd/Start-Your-Notary-Public-Loan-Signing-Agent-Business-Audiobook/B0BTZ9Q5Y6?qid=1686833345&sr=1-150&ref=a_search_c3_lProduct_8_10&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CX4C6M57R4NGT22C2DTX&pageLoadId=tz2Ti65nGUElwYF4&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,3.0,32.0,212.0,3.53,0.15
The Slight Edge,Jeff Olson,https://www.audible.com/pd/The-Slight-Edge-Audiobook/B0C1CV7B7M?qid=1686833345&sr=1-151&ref=a_search_c3_lProduct_8_11&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CX4C6M57R4NGT22C2DTX&pageLoadId=tz2Ti65nGUElwYF4&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,9.0,47.0,587.0,9.78,0.41
The Path of Ascension 3,C. Mantis,https://www.audible.com/pd/The-Path-of-Ascension-3-Audiobook/B0C37WLDGX?qid=1686833345&sr=1-152&ref=a_search_c3_lProduct_8_12&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CX4C6M57R4NGT22C2DTX&pageLoadId=tz2Ti65nGUElwYF4&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,22.0,58.0,1378.0,22.97,0.96
Counter Attack,Patricia Bradley,https://www.audible.com/pd/Counter-Attack-Audiobook/B0C3RYGJ72?qid=1686833345&sr=1-153&ref=a_search_c3_lProduct_8_13&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CX4C6M57R4NGT22C2DTX&pageLoadId=tz2Ti65nGUElwYF4&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,10.0,43.0,643.0,10.72,0.45
The Russo-Ukrainian War,Serhii Plokhy,https://www.audible.com/pd/The-Russo-Ukrainian-War-Audiobook/B0C4Q9SRXL?qid=1686833345&sr=1-154&ref=a_search_c3_lProduct_8_14&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CX4C6M57R4NGT22C2DTX&pageLoadId=tz2Ti65nGUElwYF4&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,11.0,,,,
Gauntlet,John G. Doyle,https://www.audible.com/pd/Gauntlet-Audiobook/B0C4QX253N?qid=1686833345&sr=1-155&ref=a_search_c3_lProduct_8_15&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CX4C6M57R4NGT22C2DTX&pageLoadId=tz2Ti65nGUElwYF4&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,6.0,56.0,416.0,6.93,0.29
The Dragon Sovereign,Sarah Hawke,https://www.audible.com/pd/The-Dragon-Sovereign-Audiobook/B0C43S3V7Q?qid=1686833345&sr=1-156&ref=a_search_c3_lProduct_8_16&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CX4C6M57R4NGT22C2DTX&pageLoadId=tz2Ti65nGUElwYF4&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,11.0,4.0,664.0,11.07,0.46
Losers: Part 1,Harley LaRoux,https://www.audible.com/pd/Losers-Part-1-Audiobook/B0C4187XDS?qid=1686833345&sr=1-157&ref=a_search_c3_lProduct_8_17&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CX4C6M57R4NGT22C2DTX&pageLoadId=tz2Ti65nGUElwYF4&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,16.0,1.0,961.0,16.02,0.67
The Daddy Diaries,Andy Cohen,https://www.audible.com/pd/The-Daddy-Diaries-Audiobook/B0BN4BYDK4?qid=1686833345&sr=1-158&ref=a_search_c3_lProduct_8_18&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CX4C6M57R4NGT22C2DTX&pageLoadId=tz2Ti65nGUElwYF4&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,10.0,32.0,632.0,10.53,0.44
The Unwanted Marriage,Catharina Maura,https://www.audible.com/pd/The-Unwanted-Marriage-Audiobook/B0C5DZJFQN?qid=1686833345&sr=1-159&ref=a_search_c3_lProduct_8_19&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CX4C6M57R4NGT22C2DTX&pageLoadId=tz2Ti65nGUElwYF4&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,11.0,35.0,695.0,11.58,0.48
Save State Hero,William D. Arand,https://www.audible.com/pd/Save-State-Hero-Audiobook/B0BY3K9494?qid=1686833345&sr=1-160&ref=a_search_c3_lProduct_8_20&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=CX4C6M57R4NGT22C2DTX&pageLoadId=tz2Ti65nGUElwYF4&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,12.0,32.0,752.0,12.53,0.52
Does It Hurt?,H. D. Carlton,https://www.audible.com/pd/Does-It-Hurt-Audiobook/B0BWYZK7QZ?qid=1686833353&sr=1-161&ref=a_search_c3_lProduct_9_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=PQ3YAS2CBP8D65W6Q851&pageLoadId=K3sYbeBg1A67wZPR&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,12.0,7.0,727.0,12.12,0.5
