num,image,title,price,make_year,engine_cc,availability,transmission,exterior,fuel,drive,details_link,reserve_link
MTH2172,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_e205f5786c4f4689dbc6831055f48f89_18082022045532.JPG,Subaru Forester ,"KSh 2,930,000",2016,2000 CC,Shipping,Auto,Wine Red,Petrol,4 WD,https://www.motorhub.co.ke/detail/subaru-forester-597,https://www.motorhub.co.ke/reserve/subaru-forester-597
MTH2161,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_4495eca502960c0a6c1aa2cbc641a352_12082022114855.JPG,Mercedes-Benz G-Class G63,"KSh 19,000,000",2016,5500 CC,In Stock,Auto,Grey,Petrol,4 WD,https://www.motorhub.co.ke/detail/mercedes-benz-g-class-586,https://www.motorhub.co.ke/reserve/mercedes-benz-g-class-586
MTH2136,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_aaaa0f043973176b01919dd2fce37347_05082022122101.jpg,Mercedes-Benz M-Class ML350,"KSh 2,000,000",2008,3500 CC,In Stock,Auto,Black,Petrol,4 WD,https://www.motorhub.co.ke/detail/mercedes-benz-m-class-561,https://www.motorhub.co.ke/reserve/mercedes-benz-m-class-561
MTH2134,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_878644c68146ff841f3e18159337c143_05082022115659.JPG,Volkswagen Golf TSI,"KSh 1,780,000",2015,1200 CC,In Stock,Auto,Gold,Petrol,2 WD,https://www.motorhub.co.ke/detail/volkswagen-golf-559,https://www.motorhub.co.ke/reserve/volkswagen-golf-559
MTH2133,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_13168dd851487d75afff996543d30b3b_05082022114316.JPG,Land Rover Discovery IV XS,"KSh 3,800,000",2012,3000 CC,In Stock,Auto,Blue,Diesel,4 WD,https://www.motorhub.co.ke/detail/land-rover-discovery-558,https://www.motorhub.co.ke/reserve/land-rover-discovery-558
MTH2131,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_65eae5ac3bdc52398d03baa4de5aff26_05082022110939.JPG,Mercedes-Benz C-Class C180,"KSh 3,500,000",2015,1600 CC,In Stock,Auto,Silver,Petrol,2 WD,https://www.motorhub.co.ke/detail/mercedes-benz-c-class-556,https://www.motorhub.co.ke/reserve/mercedes-benz-c-class-556
MTH2130,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_eabaf93b271fdb1665958143e7592048_04082022115910.JPG,Toyota Harrier ,"KSh 3,680,000",2015,2000 CC,In Stock,Auto,White,Petrol,2 WD,https://www.motorhub.co.ke/detail/toyota-harrier-555,https://www.motorhub.co.ke/reserve/toyota-harrier-555
MTH2119,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_8512705b542cdfc2420e43671c071058_29072022123358.JPG,Isuzu CYH ,"KSh 6,600,000",2015,10059 CC,In Stock,Manual,White,Diesel,2 WD,https://www.motorhub.co.ke/detail/isuzu-cyh-544,https://www.motorhub.co.ke/reserve/isuzu-cyh-544
MTH2115,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_cde50ea5ca752058506d3f4e48c6f617_29072022113430.JPG,Mercedes-Benz Sprinter 313 CDI,"KSh 2,600,000",2014,2143 CC,In Stock,Manual,White,Diesel,2 WD,https://www.motorhub.co.ke/detail/mercedes-benz-sprinter-540,https://www.motorhub.co.ke/reserve/mercedes-benz-sprinter-540
MTH2106,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_9cb1eeb4a620390e4362d00212b53be9_27072022052326.JPG,Toyota Passo ,"KSh 980,000",2015,1300 CC,In Stock,Auto,Silver,Petrol,2 WD,https://www.motorhub.co.ke/detail/toyota-passo-531,https://www.motorhub.co.ke/reserve/toyota-passo-531
MTH2063,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_e059ff19871cad95b356422b080f093b_04072022124731.jpeg,Land Rover Discovery IV SE,"KSh 6,300,000",2015,3000 CC,Shipping,Auto,Grey,Diesel,4 WD,https://www.motorhub.co.ke/detail/land-rover-discovery-488,https://www.motorhub.co.ke/reserve/land-rover-discovery-488
MTH1972,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_5e69ae759e497a92b7426acd28b9f1e0_13052022031930.JPG,Lexus RX200T ,SOLD,2016,2000 CC,In Stock,Auto,Black,Petrol,4 WD,https://www.motorhub.co.ke/detail/lexus-rx200t-397,https://www.motorhub.co.ke/reserve/lexus-rx200t-397
MTH1966,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_694deb6c16959e847c8579047e308073_12052022123149.jpeg,Toyota Landcruiser 300 Series Sahara,"KSh 25,000,000",2022,3300 CC,Shipping,Auto,Bronze,Diesel,4 WD,https://www.motorhub.co.ke/detail/toyota-landcruiser-300-series-391,https://www.motorhub.co.ke/reserve/toyota-landcruiser-300-series-391
MTH1943,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_456be52b5d7f387e06776cba2de69e6c_28052022112111.jpeg,Toyota Land Cruiser Prado TX,"KSh 6,750,000",2017,2700 CC,Shipping,Auto,Black,Petrol,4 WD,https://www.motorhub.co.ke/detail/toyota-land-cruiser-prado-368,https://www.motorhub.co.ke/reserve/toyota-land-cruiser-prado-368
MTH1940,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_bd33bb0cc80f001c0ad9396355021e9b_22042022022719.JPG,Peugeot 308 ,"KSh 1,200,000",2013,1600 CC,In Stock,Auto,Gold,Petrol,2 WD,https://www.motorhub.co.ke/detail/peugeot-308-365,https://www.motorhub.co.ke/reserve/peugeot-308-365
MTH1859,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_f66ff5845dfeff5885ab63ded0e2cdc1_18022022104604.jpg,Toyota Land Cruiser Prado TZ-G,"KSh 6,700,000",2015,2800 CC,Shipping,Auto,White,Diesel,4 WD,https://www.motorhub.co.ke/detail/toyota-land-cruiser-prado-283,https://www.motorhub.co.ke/reserve/toyota-land-cruiser-prado-283
MTH1822,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_786d88adab08e46fc621f7997249c722_07022022104831.JPG,Toyota Hiace ,"KSh 1,500,000",2008,3000 CC,In Stock,Auto,Silver,Diesel,2 WD,https://www.motorhub.co.ke/detail/toyota-hiace-246,https://www.motorhub.co.ke/reserve/toyota-hiace-246
MTH1821,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_1a7ceb746b35b936adcd02e8eeec4ba1_07022022104444.JPG,Toyota Hiace ,"KSh 1,500,000",2010,3000 CC,In Stock,Auto,Silver,Diesel,2 WD,https://www.motorhub.co.ke/detail/toyota-hiace-245,https://www.motorhub.co.ke/reserve/toyota-hiace-245
MTH1814,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_2ce7bcc631d5a73213d3e8dd23ba688d_07022022100035.JPG,ZNA Rich ,"Ksh 1,750,000 Offer Price",2014,2400 CC,In Stock,Auto,White,Petrol,4 WD,https://www.motorhub.co.ke/detail/zna-rich-238,https://www.motorhub.co.ke/reserve/zna-rich-238
MTH1792,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_0656c2697bc16da2eedc1e36d328da1c_01022022010355.JPG,Lexus LX570 ,"KSh 9,990,000",2014,5700 CC,In Stock,Auto,Blue,Petrol,4 WHEEL DRIVE,https://www.motorhub.co.ke/detail/lexus-lx570-216,https://www.motorhub.co.ke/reserve/lexus-lx570-216
MTH1690,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_78a40ff22152ff7aaec3b15fedc9cd45_18112021013953.jpg,Land Rover Defender ,"KSh 4,600,000",2011,2400 CC,In Stock,Auto,Silver,Diesel,4 WD,https://www.motorhub.co.ke/detail/land-rover-defender-111,https://www.motorhub.co.ke/reserve/land-rover-defender-111
MTH1646,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_52b9e85a46990cc7d93a9a87bf6aba0c_17012022122921.jpg,ZNA Rich ,"Ksh 1,750,000 Offer Price",2015,2400 CC,In Stock,Manual,White,Petrol,4 WD,https://www.motorhub.co.ke/detail/zna-rich-179,https://www.motorhub.co.ke/reserve/zna-rich-179
MTH0903,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_53b681cf567f47b94d682af333579521_17012022020719.jpg,Royal Enfield ,"KSh 550,000",2014,500 CC,In Stock,Manual,Black,Petrol,2 WD,https://www.motorhub.co.ke/detail/royal-enfield-180,https://www.motorhub.co.ke/reserve/royal-enfield-180
